1.097159999999999941e-01,-5.139150000000000107e-01,-1.579379999999999951e-01
9.813500000000000001e-02,-5.163849999999999829e-01,-1.641700000000000104e-01
1.002600000000000019e-01,-4.972059999999999813e-01,-1.577929999999999888e-01
1.459479999999999944e-01,-4.315680000000000072e-01,-5.127000000000000307e-02
1.433850000000000124e-01,-4.335800000000000209e-01,-2.203199999999999950e-02
1.494129999999999903e-01,-4.528619999999999868e-01,-4.459599999999999675e-02
1.767720000000000125e-01,-5.759499999999999620e-01,-6.921900000000000275e-02
1.817580000000000029e-01,-5.877999999999999892e-01,-6.110700000000000159e-02
1.733770000000000033e-01,-5.827679999999999527e-01,-8.045299999999999674e-02
1.733770000000000033e-01,-5.827679999999999527e-01,-8.045299999999999674e-02
1.817580000000000029e-01,-5.877999999999999892e-01,-6.110700000000000159e-02
1.784310000000000063e-01,-5.968759999999999621e-01,-7.123400000000000565e-02
1.716759999999999953e-01,-6.044479999999999853e-01,-8.045599999999999974e-02
1.615209999999999979e-01,-6.092880000000000518e-01,-9.122800000000000353e-02
1.658270000000000022e-01,-5.878440000000000332e-01,-9.227599999999999691e-02
1.658270000000000022e-01,-5.878440000000000332e-01,-9.227599999999999691e-02
1.615209999999999979e-01,-6.092880000000000518e-01,-9.122800000000000353e-02
1.545789999999999942e-01,-5.914340000000000153e-01,-1.044979999999999937e-01
1.206160000000000010e-01,-4.966809999999999836e-01,-1.391110000000000124e-01
1.197219999999999951e-01,-5.127690000000000303e-01,-1.494109999999999883e-01
1.112319999999999975e-01,-4.960579999999999989e-01,-1.489099999999999868e-01
1.112319999999999975e-01,-4.960579999999999989e-01,-1.489099999999999868e-01
1.056480000000000058e-01,-4.812089999999999979e-01,-1.460140000000000049e-01
1.206160000000000010e-01,-4.966809999999999836e-01,-1.391110000000000124e-01
1.206160000000000010e-01,-4.966809999999999836e-01,-1.391110000000000124e-01
1.056480000000000058e-01,-4.812089999999999979e-01,-1.460140000000000049e-01
1.162440000000000001e-01,-4.818200000000000260e-01,-1.351590000000000014e-01
1.817580000000000029e-01,-5.877999999999999892e-01,-6.110700000000000159e-02
1.767720000000000125e-01,-5.759499999999999620e-01,-6.921900000000000275e-02
1.797850000000000004e-01,-5.777039999999999953e-01,-4.894699999999999745e-02
3.074500000000000149e-02,-6.427070000000000283e-01,6.806299999999999850e-02
2.887100000000000083e-02,-6.258399999999999519e-01,7.077200000000000157e-02
1.017700000000000028e-02,-6.342590000000000172e-01,6.055900000000000172e-02
1.526289999999999869e-01,-5.641199999999999548e-01,5.305300000000000293e-02
1.564649999999999930e-01,-5.589739999999999709e-01,3.845099999999999907e-02
1.516990000000000005e-01,-5.531080000000000441e-01,4.975600000000000162e-02
1.516990000000000005e-01,-5.531080000000000441e-01,4.975600000000000162e-02
1.564649999999999930e-01,-5.589739999999999709e-01,3.845099999999999907e-02
1.560159999999999880e-01,-5.478150000000000519e-01,3.375700000000000228e-02
5.053099999999999953e-02,-6.564659999999999940e-01,7.773399999999999754e-02
4.844699999999999701e-02,-6.379449999999999843e-01,8.044800000000000562e-02
3.074500000000000149e-02,-6.427070000000000283e-01,6.806299999999999850e-02
3.074500000000000149e-02,-6.427070000000000283e-01,6.806299999999999850e-02
4.844699999999999701e-02,-6.379449999999999843e-01,8.044800000000000562e-02
2.887100000000000083e-02,-6.258399999999999519e-01,7.077200000000000157e-02
1.435569999999999902e-01,-4.584500000000000242e-01,-7.951500000000000234e-02
1.406560000000000032e-01,-4.315629999999999744e-01,-8.169300000000000173e-02
1.494129999999999903e-01,-4.528619999999999868e-01,-4.459599999999999675e-02
1.494129999999999903e-01,-4.528619999999999868e-01,-4.459599999999999675e-02
1.406560000000000032e-01,-4.315629999999999744e-01,-8.169300000000000173e-02
1.459479999999999944e-01,-4.315680000000000072e-01,-5.127000000000000307e-02
7.444199999999999429e-02,-5.284410000000000496e-01,-1.708429999999999949e-01
8.923300000000000676e-02,-5.205600000000000227e-01,-1.676749999999999907e-01
9.033499999999999863e-02,-5.329890000000000461e-01,-1.660099999999999909e-01
1.017700000000000028e-02,-6.342590000000000172e-01,6.055900000000000172e-02
1.090099999999999923e-02,-6.488169999999999771e-01,5.724100000000000021e-02
3.074500000000000149e-02,-6.427070000000000283e-01,6.806299999999999850e-02
1.469979999999999898e-01,-5.582810000000000272e-01,6.077099999999999863e-02
1.526289999999999869e-01,-5.641199999999999548e-01,5.305300000000000293e-02
1.516990000000000005e-01,-5.531080000000000441e-01,4.975600000000000162e-02
1.709640000000000049e-01,-5.668729999999999603e-01,-3.516099999999999781e-02
1.638020000000000032e-01,-5.621549999999999603e-01,-1.702299999999999994e-02
1.749340000000000062e-01,-5.759210000000000163e-01,-2.809299999999999992e-02
1.749340000000000062e-01,-5.759210000000000163e-01,-2.809299999999999992e-02
1.638020000000000032e-01,-5.621549999999999603e-01,-1.702299999999999994e-02
1.658729999999999927e-01,-5.723019999999999774e-01,-1.068500000000000005e-02
7.485999999999999599e-02,-5.462010000000000476e-01,-1.666739999999999888e-01
9.240500000000000103e-02,-5.483090000000000463e-01,-1.606630000000000003e-01
7.657300000000000217e-02,-5.627649999999999597e-01,-1.595959999999999879e-01
7.657300000000000217e-02,-5.627649999999999597e-01,-1.595959999999999879e-01
9.240500000000000103e-02,-5.483090000000000463e-01,-1.606630000000000003e-01
9.499699999999999811e-02,-5.635599999999999499e-01,-1.538619999999999988e-01
1.564649999999999930e-01,-5.589739999999999709e-01,3.845099999999999907e-02
1.590930000000000122e-01,-5.557069999999999510e-01,1.820199999999999943e-02
1.560159999999999880e-01,-5.478150000000000519e-01,3.375700000000000228e-02
1.560159999999999880e-01,-5.478150000000000519e-01,3.375700000000000228e-02
1.590930000000000122e-01,-5.557069999999999510e-01,1.820199999999999943e-02
1.588950000000000085e-01,-5.442069999999999963e-01,1.248100000000000077e-02
1.263009999999999966e-01,-4.852460000000000107e-01,-1.232499999999999984e-01
1.206160000000000010e-01,-4.966809999999999836e-01,-1.391110000000000124e-01
1.162440000000000001e-01,-4.818200000000000260e-01,-1.351590000000000014e-01
6.546000000000000429e-02,-4.277960000000000096e-01,4.929100000000000148e-02
8.297499999999999321e-02,-4.203239999999999754e-01,4.157999999999999891e-02
6.430099999999999705e-02,-4.026580000000000159e-01,4.286100000000000326e-02
6.430099999999999705e-02,-4.026580000000000159e-01,4.286100000000000326e-02
8.297499999999999321e-02,-4.203239999999999754e-01,4.157999999999999891e-02
8.153399999999999537e-02,-3.965670000000000028e-01,3.476300000000000223e-02
1.304069999999999951e-01,-4.512120000000000020e-01,-1.085409999999999986e-01
1.273009999999999975e-01,-4.702080000000000148e-01,-1.159540000000000015e-01
1.172210000000000057e-01,-4.484339999999999993e-01,-1.283249999999999946e-01
1.172210000000000057e-01,-4.484339999999999993e-01,-1.283249999999999946e-01
1.273009999999999975e-01,-4.702080000000000148e-01,-1.159540000000000015e-01
1.155049999999999966e-01,-4.670259999999999967e-01,-1.310739999999999961e-01
