1.955464907536500903e+02,1.768381573903061508e+02,3.025013151636111957e+02,2.771556157748150895e+02,1.761219664569464669e+02,3.025011812973766041e+02,2.771555129320054220e+02,5.197817292001577698e+02,3.840948243646073479e+02,4.414556840226978807e+02,5.065602869354928544e+02,3.840948244691111313e+02,4.414556841187337568e+02,9.757136702153582064e+01,9.070515861142202141e+01,1.283052778889444880e+02,9.745425446900914324e+01
1.990957601468126654e+02,1.759569447762013681e+02,3.025013161427490900e+02,2.771556161354381516e+02,1.756061617450600068e+02,3.025011812533392117e+02,2.771555120478191725e+02,5.085803292183716735e+02,3.840948238578357063e+02,4.414556844114159162e+02,5.179745925552410881e+02,3.840948249602186593e+02,4.414556836692636352e+02,9.757136738770827833e+01,9.070515885862944572e+01,1.283052781591705696e+02,9.745425322517453992e+01
2.123302136787449115e+02,1.759215159766021372e+02,3.025013160045594418e+02,2.771556162150287719e+02,1.753696617901908894e+02,3.025011807663400987e+02,2.771555128030765900e+02,5.083467761112203220e+02,3.840948234214281456e+02,4.414556846576002727e+02,5.181999069954393917e+02,3.840948247805659435e+02,4.414556834098171407e+02,9.757136656281774378e+01,9.070515835485754508e+01,1.283052785046357371e+02,9.745425375914999222e+01
2.101784879406552591e+02,1.762369519073168078e+02,3.025013153782248310e+02,2.771556171550650447e+02,1.752634549827375281e+02,3.025011810485548835e+02,2.771555125884144104e+02,5.097664766492883359e+02,3.840948239473935928e+02,4.414556843626058367e+02,5.169017558124063498e+02,3.840948252445846265e+02,4.414556834763533288e+02,9.757136821126334780e+01,9.070515968668820506e+01,1.283052771246920258e+02,9.745425391948344895e+01
2.014954960149245551e+02,1.761889633304238316e+02,3.025013148712514521e+02,2.771556159837160749e+02,1.749307877605540966e+02,3.025011806050454766e+02,2.771555127490424297e+02,5.071257074030518197e+02,3.840948237608632780e+02,4.414556842686827167e+02,5.192821195400376837e+02,3.840948249848795513e+02,4.414556833447575741e+02,9.757136802728956582e+01,9.070515958975794035e+01,1.283052781662139239e+02,9.745425365959182784e+01
2.008240057581719213e+02,1.758342346337934146e+02,3.025013155013318737e+02,2.771556165647404555e+02,1.749741111937926519e+02,3.025011804691656607e+02,2.771555129291641606e+02,5.069264730140503730e+02,3.840948241585692244e+02,4.414556838985720333e+02,5.194420278403980546e+02,3.840948239096442194e+02,4.414556844849088293e+02,9.757136690473795682e+01,9.070515868894203493e+01,1.283052778093226891e+02,9.745425414470287251e+01
2.043086508542963315e+02,1.756323782786495258e+02,3.025013149518986779e+02,2.771556163019163250e+02,1.753460354340396918e+02,3.025011813719651173e+02,2.771555119955330611e+02,5.076259566899821039e+02,3.840948244580808932e+02,4.414556842495495061e+02,5.188404394054061868e+02,3.840948242181496539e+02,4.414556835334354901e+02,9.757136759133707926e+01,9.070515885459029448e+01,1.283052777683360262e+02,9.745425333963920878e+01
2.024226718287891913e+02,1.758121522024424905e+02,3.025013157710627070e+02,2.771556158976433721e+02,1.747638032214906048e+02,3.025011810618229902e+02,2.771555127758113599e+02,5.123853294540691650e+02,3.840948244700645660e+02,4.414556849830681244e+02,5.143952366216989276e+02,3.840948250217727491e+02,4.414556838308097326e+02,9.757136703070058559e+01,9.070515875731587130e+01,1.283052782679830557e+02,9.745425413585942920e+01
2.096535623200949487e+02,1.757624291102182212e+02,3.025013157555341650e+02,2.771556169298114014e+02,1.746255638106898402e+02,3.025011803631442149e+02,2.771555130833816065e+02,5.138407659661332900e+02,3.840948232813124150e+02,4.414556847721714803e+02,5.129483152629920824e+02,3.840948246333198313e+02,4.414556839840076350e+02,9.757136763929220535e+01,9.070515953849624680e+01,1.283052777260988648e+02,9.745425436319180790e+01
2.135968709980030269e+02,1.755943253234029839e+02,3.025013152883139469e+02,2.771556161474694591e+02,1.746705471827179110e+02,3.025011805090571784e+02,2.771555129605694674e+02,5.132900725435353024e+02,3.840948244061186756e+02,4.414556843202186087e+02,5.135054106567675944e+02,3.840948244717957891e+02,4.414556843591248594e+02,9.757136739369208556e+01,9.070515929821689838e+01,1.283052774537276832e+02,9.745425381460222525e+01
1.993905645357027652e+02,1.760285803615018665e+02,3.025013150968875948e+02,2.771556161832940575e+02,1.742550701796054966e+02,3.025011811916742204e+02,2.771555127945783283e+02,5.122892482616344978e+02,3.840948247259012760e+02,4.414556850463584965e+02,5.144961092974174335e+02,3.840948249977708997e+02,4.414556830604298057e+02,9.757136739673477166e+01,9.070515940910973995e+01,1.283052787685978160e+02,9.745425358221086753e+01
2.014162654084028929e+02,1.751966310850079367e+02,3.025013148229582498e+02,2.771556164674091178e+02,1.740607283825918614e+02,3.025011806064232474e+02,2.771555128271313038e+02,5.119122546318584455e+02,3.840948233763623421e+02,4.414556845053058396e+02,5.148614941169722670e+02,3.840948249464213404e+02,4.414556837569454615e+02,9.757136679161713744e+01,9.070515873277824426e+01,1.283052772103978896e+02,9.745425385341536639e+01
