1.728867750837782751e+02,1.775969419399082483e+02,3.025013146117235578e+02,2.771556159350112694e+02,1.733763122106365415e+02,3.025011809207199462e+02,2.771555126356789742e+02,5.018770807895157304e+02,3.840948238599788738e+02,4.414556846547565669e+02,4.781976498867860528e+02,3.840948247768402553e+02,4.414556840753108986e+02,9.757136828382579097e+01,9.070515936224660436e+01,1.283052779579948321e+02,9.745425368993194581e+01
1.626492283628128632e+02,1.745450054865447100e+02,3.025013157298969304e+02,2.771556163169347542e+02,1.758287021631829816e+02,3.025011806244426680e+02,2.771555128534639039e+02,5.059887751367028272e+02,3.840948244325241490e+02,4.414556844246324090e+02,4.763999136453711003e+02,3.840948238376557811e+02,4.414556845642222243e+02,9.757136756936341726e+01,9.070515873458126066e+01,1.283052777036852774e+02,9.745425441393716426e+01
1.672145136274773449e+02,1.768647666863111851e+02,3.025013158495922880e+02,2.771556159283323950e+02,1.737576811686528799e+02,3.025011805447526854e+02,2.771555132420100449e+02,5.046581883377731401e+02,3.840948241305316060e+02,4.414556849006322068e+02,4.772693367362984418e+02,3.840948237603836901e+02,4.414556844822296853e+02,9.757136735060687727e+01,9.070515952674827531e+01,1.283052788967738707e+02,9.745425365667099982e+01
1.682696377164921842e+02,1.744081489852562470e+02,3.025013152469565512e+02,2.771556169940047312e+02,1.757471326189240983e+02,3.025011816132666809e+02,2.771555127677416976e+02,5.052448228144983773e+02,3.840948245709411708e+02,4.414556846642672099e+02,4.767605379845604716e+02,3.840948245428180030e+02,4.414556842521920998e+02,9.757136696357913763e+01,9.070515877523742176e+01,1.283052776793521446e+02,9.745425342104873323e+01
1.638248483561596913e+02,1.763100294504884005e+02,3.025013157272205717e+02,2.771556160860894806e+02,1.741869704204464426e+02,3.025011805476502218e+02,2.771555130123425101e+02,5.054649430511813648e+02,3.840948244450739821e+02,4.414556844828997555e+02,4.845397642315508620e+02,3.840948242610213583e+02,4.414556839141764044e+02,9.757136829322618610e+01,9.070515932449202978e+01,1.283052784673364215e+02,9.745425374293188270e+01
1.675026686507236775e+02,1.744213212631926524e+02,3.025013156922761937e+02,2.771556158771273886e+02,1.759529279311020105e+02,3.025011809975849815e+02,2.771555125629677150e+02,5.064510376155434983e+02,3.840948241484225036e+02,4.414556837790474333e+02,4.846161551767116293e+02,3.840948248145066941e+02,4.414556838864230599e+02,9.757136714486634332e+01,9.070515913186710577e+01,1.283052785219219345e+02,9.745425287545523929e+01
1.785004285515325080e+02,1.747584550720077914e+02,3.025013161140016678e+02,2.771556158976254665e+02,1.752120657602899030e+02,3.025011806348732080e+02,2.771555128248082269e+02,5.009998179069164621e+02,3.840948243144051730e+02,4.414556847320014299e+02,4.751707269876812916e+02,3.840948242808436248e+02,4.414556847007575584e+02,9.757136705133862620e+01,9.070515939403948380e+01,1.283052779210321432e+02,9.745425326968420165e+01
1.724171444861863733e+02,1.743428086758987661e+02,3.025013145723823413e+02,2.771556164284234001e+02,1.759900289685604093e+02,3.025011810730091497e+02,2.771555125813338236e+02,4.997435088526488585e+02,3.840948243051618647e+02,4.414556843684067644e+02,4.748593523190091901e+02,3.840948249136097843e+02,4.414556834429376408e+02,9.757136755763356462e+01,9.070515980937254596e+01,1.283052780315365169e+02,9.745425374129123952e+01
1.676050095465922709e+02,1.748302232728679542e+02,3.025013154028002305e+02,2.771556167717047288e+02,1.754019188051394735e+02,3.025011808425985009e+02,2.771555124042970419e+02,5.075738216622453933e+02,3.840948242577163683e+02,4.414556840801389512e+02,4.809004349924399548e+02,3.840948243780983944e+02,4.414556842163217425e+02,9.757136762211307257e+01,9.070515858915305785e+01,1.283052771020029184e+02,9.745425415411884273e+01
1.675181435446855858e+02,1.761275353484709854e+02,3.025013154531521877e+02,2.771556158189990811e+02,1.746755294577876043e+02,3.025011804405200451e+02,2.771555133102156105e+02,5.062457883185151104e+02,3.840948241068919629e+02,4.414556848444231605e+02,4.785393968020486000e+02,3.840948244005529091e+02,4.414556841567649599e+02,9.757136691717562371e+01,9.070515916033832582e+01,1.283052778172620947e+02,9.745425397253649180e+01
1.671001098818202024e+02,1.739597346096508090e+02,3.025013156926472107e+02,2.771556166488686586e+02,1.763107311958933678e+02,3.025011811290243600e+02,2.771555127249857264e+02,5.089304938461827987e+02,3.840948240758786483e+02,4.414556842385038635e+02,4.824784415474077832e+02,3.840948243143805598e+02,4.414556837448476472e+02,9.757136761774239631e+01,9.070515891610982351e+01,1.283052780792601482e+02,9.745425431946858907e+01
1.652928557748794844e+02,1.751054930883506131e+02,3.025013156191268990e+02,2.771556166518345208e+02,1.757776314150910366e+02,3.025011807359754243e+02,2.771555127379198780e+02,5.099409472704175528e+02,3.840948239051364226e+02,4.414556840818727892e+02,4.799861011606041643e+02,3.840948248169409567e+02,4.414556841973842438e+02,9.757136738184819080e+01,9.070515903102864286e+01,1.283052782866658106e+02,9.745425389327023424e+01
1.682917495226868709e+02,1.746417105361068991e+02,3.025013148573171975e+02,2.771556166280997786e+02,1.756535317920779562e+02,3.025011805848752715e+02,2.771555123408076042e+02,5.058014021207484348e+02,3.840948242426088655e+02,4.414556844328951115e+02,4.847200001066927939e+02,3.840948246489848543e+02,4.414556840657061798e+02,9.757136731812116182e+01,9.070515939024096497e+01,1.283052781600636365e+02,9.745425353701998006e+01
